"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.15611042143321,3.15611042143321,1.14922650823095,5.18735161461478,3.15844060716348,4580,1.0012,FALSE,NA,"BSS"
"mu_mu_C[1]",0.0876137790785656,0.0876137790785656,-2.28744783442743,1.89565947213794,-0.00579139180008323,4917,1.0004,FALSE,NA,"BSS"
"sigma_eps_E",0.324931343794534,0.324931343794534,0.216853385983076,0.476001036855213,0.330358204693468,3065,1.0011,FALSE,NA,"BSS"
"sigma_eps_C",0.284635331761817,0.284635331761817,0.18818857800344,0.408708701640893,0.288118761201136,3540,1.0005,FALSE,NA,"BSS"
"phi_E",0.657343828646959,0.657343828646959,0.303108099650698,0.897363762990287,0.641487648266638,2800,1.0028,FALSE,NA,"BSS"
"phi_C",0.674801855047165,0.674801855047165,0.331077472158725,0.911816073292317,0.662839691095784,2896,1.0013,FALSE,NA,"BSS"
"sigma_r_E",0.43097263297507,0.43097263297507,0.389442408383349,0.4781328933808,0.431643474018601,10601,0.9997,FALSE,NA,"BSS"
"sigma_r_C",0.789515547532179,0.789515547532179,0.699923878470088,0.894146770595671,0.791664124136523,9104,1.0003,FALSE,NA,"BSS"
"r_E",5.38394499073021,5.38394499073021,4.37424148976997,6.59346211844059,5.41111248020695,10592,0.9997,FALSE,NA,"BSS"
"r_C",1.60427430080449,1.60427430080449,1.25078416863755,2.04126025704903,1.61400675163657,9559,1.0002,FALSE,NA,"BSS"
"sigma_mu_E",0.706314083552898,0.706314083552898,0.0322419799883146,4.71609065551801,1.08975306346583,5718,1.0006,FALSE,NA,"BSS"
"sigma_mu_C",0.713002685445948,0.713002685445948,0.0299501668676209,5.456780531641,1.18056723640165,2905,1.0004,FALSE,NA,"BSS"
"sigma_IE",0.3567833141455,0.3567833141455,0.0340073154689628,0.834677735900576,0.372522325992685,3681,1.0002,FALSE,NA,"BSS"
"R_G",1.27906553897832,1.27906553897832,1.24217005668281,1.31597752877152,1.27908928289882,16571,0.9998,FALSE,NA,"BSS"
"R_G_boat",NA,3.98486090918268,1.4795659070003,10.8971571428639,4.54166352832215,10709,0.9998,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",1.00011879208765,1.00011879208765,0.873689920941069,1.12658782268009,0.9997568023061,13849,0.9998,FALSE,NA,"BSS"
"B2",0.0712504078530576,0.0712504078530576,-0.272608770516869,0.435758863772888,0.0753088133583063,11650,1.0002,FALSE,NA,"BSS"
"B1_C",-0.359169149888117,-0.359169149888117,-0.501498780349819,-0.21996262235052,-0.35988630087333,10857,1.0001,FALSE,NA,"BSS"
"B2_C",-0.0883586380552608,-0.0883586380552608,-0.418453897862009,0.242069075568549,-0.0878390173720071,7366,1.0006,FALSE,NA,"BSS"
"gamma_C",NA,9.42650768277623e-05,-1.94733671884707,1.95849752555823,0.00211991456320996,16362,0.9998,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,2.99856649548283,1.66271382028371,5.455833882718,3.13199144060523,16531,0.9998,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,0.988617845851353,0.0384198946967571,25.1558106503602,5.46716744325577,7377,1.0003,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,1.02315917900971,0.00158024244134612,677.46755319174,115534.593635874,8001,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"theta_C[1]",0.172243198446578,0.172243198446578,0.114948194215892,0.221238582929172,0.171038072297513,9232,1.0003,FALSE,NA,"BSS"
