"mode","subseason","month","PE_catch","BSS_catch_median","BSS_catch_lo95","BSS_catch_hi95","PE_effort","BSS_effort_median","BSS_effort_lo95","BSS_effort_hi95"
"private_boat","all_gear","2024-12",285.118178579374,613.398284026915,216.561355053829,1474.18796447834,94.6702281529999,151.287511853158,55.9345698941601,350.201688640963
"private_boat","all_gear","2025-01",217.590188915838,450.093199223673,150.994826588104,1088.55219141708,72.2483320115,117.524373852858,42.0140441757236,265.902227063841
"private_boat","all_gear","2025-02",67.5279896635359,102.822696079345,26.2995376296514,315.164397116818,22.4218961415,50.3525255548442,15.9193325074246,124.673009894465
"private_boat","all_gear","2025-03",153.81375423361,344.528990794214,110.438829902708,837.587704604691,51.07209676675,103.781261805425,42.569441394576,215.124532168459
"private_boat","all_gear","2025-04",528.969252364364,628.199350545159,227.336714227951,1613.91747614013,175.63818644175,324.166288613726,141.201174681066,613.70995215817
"private_boat","all_gear","2025-05",906.625787149324,3316.25639806628,1216.326178972,7693.61058276258,301.034716714583,812.246688827195,330.790738042558,1514.03361843454
"private_boat","all_gear","2025-06",242.600555457888,2241.04955898268,736.87471634344,5494.52733677854,80.5527379898333,925.064062963475,380.270930737587,1773.25615605874
"private_boat","all_gear","2025-07",2295.95164856022,8154.34857263686,3024.2291861128,19050.9157483598,762.344468811,3473.08474483807,1419.84139063642,6520.82397697399
"private_boat","all_gear","2025-08",4548.13515567185,11412.1769529744,4277.76898468786,24366.2599562268,1510.15622715992,3701.05458702761,1534.34906173308,6879.39486314752
"private_boat","all_gear","2025-09",1923.29718708367,2506.8359446934,820.048046047391,6450.2186966769,638.608819733833,1336.28158704466,529.985198856477,2724.30849818311
"private_boat","ring_net_only","2024-09",135.847298376364,365.147505582557,71.7826294713685,1555.89295840436,61.1578387010913,194.641563418416,73.7153974277851,416.043310799834
"private_boat","ring_net_only","2024-10",224.600866648922,394.391666273958,125.614484947915,1238.36237883327,101.114293319138,162.251058133555,61.2207077615939,340.118228744951
"private_boat","ring_net_only","2024-11",39.8485408570668,176.105491644727,37.8220482134365,1100.95584559724,17.9396326856534,55.297238624706,17.2648286477637,167.327324501781
"shore","all_gear","2024-12",1956.63057399684,2307.96044873168,1795.40878090686,2990.47572597835,2342.56229404309,2015.51481220445,1646.28895042102,2444.11625338711
"shore","all_gear","2025-01",2037.62951108338,1446.19862852665,1089.38004053524,1956.98265112114,2439.53770595691,2364.88328232409,1874.42159544891,3029.30099255908
"shore","all_gear","2025-02",1088.42321710044,765.55232417393,533.714587636343,1141.32076681376,1303.10709759189,1467.97348719858,1144.65672328015,1908.05539058169
"shore","all_gear","2025-03",1474.85564611749,1186.02859126711,868.621909704709,1678.47653446001,1765.76062526405,1922.87418682359,1541.38160758222,2515.30168412609
"shore","all_gear","2025-04",1841.03834086291,2244.56334817307,1642.31527024894,3142.01768529704,2204.17029995775,2949.08482559452,2278.34069541412,3917.26351627711
"shore","all_gear","2025-05",1667.22812169804,2184.04599771257,1555.78719844254,3255.40457521271,1996.07722855936,2577.3266601123,1978.52302300979,3604.11738510576
"shore","all_gear","2025-06",712.115655219202,2264.53237364988,1420.38223620984,3854.72173892091,852.575496408956,2622.39100133402,1830.07350782906,4104.63363938588
"shore","all_gear","2025-07",1531.38615429248,3096.95625330203,2110.91426012708,4793.51595728702,1833.44138149556,3616.92043397809,2709.05443757033,5065.82243339975
"shore","all_gear","2025-08",2204.68981882438,3265.62942784058,2409.682955218,4681.85636371633,2639.54949302915,3657.41663823243,2872.04545683913,4860.40092217963
"shore","all_gear","2025-09",1241.13996306569,1633.9175429458,1171.72796415366,2403.91083008105,1485.94615547106,1488.53683535652,1135.19159316208,2017.11490139061
"shore","ring_net_only","2024-09",1189.8820567843,1301.3901287651,926.537328344372,1871.0559149715,930.730037178092,1021.37212759421,764.736034990355,1453.20302657169
"shore","ring_net_only","2024-10",2561.32649825504,2559.26392846344,2000.43174704801,3230.10048138121,2003.47882662314,1965.85086238845,1577.599427023,2459.55511680213
"shore","ring_net_only","2024-11",2207.92828520466,2421.39562192862,1875.17767448229,3173.03212612366,1727.0494695321,1904.66473367689,1494.38281796655,2451.71134287694
