"parameter","mean","lo95","median","hi95","n_eff","Rhat","decoupled","decoupled_reason"
"mu_mu_E[1]",3.05538454975819,2.72145293880563,3.05177243731185,3.42341614713307,3226,1.0011,FALSE,NA
"mu_mu_C[1]",0.327105286174752,0.138801624108415,0.325094373337467,0.535889402130034,2591,1.0005,FALSE,NA
"sigma_eps_E",0.19450878017258,0.00664583662394896,0.15789612670117,0.611373383191869,2650,1.0032,FALSE,NA
"sigma_eps_C",0.148445792734949,0.0207704601881806,0.124215900819969,0.415757979824856,2258,1.0003,FALSE,NA
"phi_E",0.0895727902011393,-0.713704530201035,0.108424692478247,0.82244366567457,7248,1.0003,FALSE,NA
"phi_C",-0.214288287491416,-0.883144153980275,-0.267707547488618,0.696180275661451,5055,1.0002,FALSE,NA
"sigma_r_E",0.512997899276555,0.404383536651079,0.507940032120533,0.645063077778533,10654,1.0002,FALSE,NA
"sigma_r_C",0.775669481602092,0.70367278079464,0.774701578430743,0.851469623618315,12163,0.9997,FALSE,NA
"r_E",3.96669869117902,2.40323163550086,3.87592278276739,6.11523388365387,10861,1.0002,FALSE,NA
"r_C",1.674075714457,1.37930935563561,1.66621530110325,2.01956807084893,11843,0.9998,FALSE,NA
"sigma_mu_E",11.5408459391528,0.0740117663310373,2.03449313869376,51.4471929021731,1907,1.0014,FALSE,NA
"sigma_mu_C",8.99391162322202,0.0873774957366493,2.01268716287731,51.3276937258835,7392,1.0005,FALSE,NA
"sigma_IE",0.199081911512351,0.00490464681753414,0.138255257483807,0.731795761649575,12239,1,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior"
"R_G",1.32387680261659,1.26402306772286,1.32342030653864,1.38426847683507,14330,0.9997,FALSE,NA
"R_G_boat",4.53991564894113,1.48618516227175,4.04515003167711,10.4412043419668,8816,1.0001,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior"
"B1",0.704350048694276,0.371787812908179,0.705438636104576,1.04645887840511,9351,0.9997,FALSE,NA
"B2",-0.0893855010503993,-1.06451472913129,-0.112572258135552,1.00844356380808,10360,1,FALSE,NA
"B1_C",-0.171069281208535,-0.327235620164419,-0.171862919169535,-0.010588303907133,9558,0.9997,FALSE,NA
"kappa_OSP",3.14363208860605,1.65493555837579,2.99686066047136,5.43185903050369,12949,0.9998,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"sigma_r_OSP",12.590992600761,0.0819423612062846,2.01213087768296,55.4395370272577,7181,1.0004,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"r_OSP",1151.31953329657,0.000325358024207009,0.246994688838672,148.930301675584,7611,0.9998,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"f_crab[1]",1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1"
"f_lower[1]",0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1"
"tau_bar[1]",1.77706518578706,0.953833075217298,1.69573393724023,3.04546201672569,11917,0.9997,FALSE,NA
