"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.15306596604178,3.15306596604178,2.6137275074182,3.67114947420601,3.15024627349043,2225,1.0013,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.00319026588535921,-0.00319026588535921,-0.40855469809699,0.500259805768433,0.00943460754335944,3048,1.0007,FALSE,NA,"BSS"
"sigma_eps_E",0.342923211465152,0.342923211465152,0.20753239671497,0.627221230828119,0.363028237894246,3402,1.001,FALSE,NA,"BSS"
"sigma_eps_C",0.326273586410475,0.326273586410475,0.193356183032941,0.606831949928838,0.345277788454344,3883,1.0004,FALSE,NA,"BSS"
"phi_E",0.453232987211759,0.453232987211759,-0.187386025977089,0.869383029891956,0.425420849070864,3581,0.9999,FALSE,NA,"BSS"
"phi_C",0.329519193039522,0.329519193039522,-0.424011235575378,0.848589315076665,0.298975912591384,3882,1.0009,FALSE,NA,"BSS"
"sigma_r_E",0.476436979818561,0.476436979818561,0.434853456320808,0.524792598584038,0.477200999896033,14899,0.9997,FALSE,NA,"BSS"
"sigma_r_C",1.08572306889558,1.08572306889558,1.02179411634683,1.15147200957722,1.08591394114386,16843,0.9997,FALSE,NA,"BSS"
"r_E",4.40543780267642,4.40543780267642,3.6309861920632,5.28827643751657,4.42107329248001,15281,0.9997,FALSE,NA,"BSS"
"r_C",0.848324224598106,0.848324224598106,0.754211638581779,0.957796410977496,0.850367105227978,16927,0.9997,FALSE,NA,"BSS"
"sigma_mu_E",1.98426881869184,1.98426881869184,0.0790724713771407,57.1260146821698,17.6822763608017,7363,1.0001,FALSE,NA,"BSS"
"sigma_mu_C",1.92041119977175,1.92041119977175,0.0806514526117071,48.1198115621932,20.1719498180669,5116,1,FALSE,NA,"BSS"
"sigma_IE",0.57467839731423,0.57467839731423,0.258487933547695,1.07253605695834,0.598466948717851,6647,1.0001,FALSE,NA,"BSS"
"R_G",1.28026448576101,1.28026448576101,1.24529790592782,1.31707869235547,1.28065997760501,15670,0.9999,FALSE,NA,"BSS"
"R_G_boat",NA,3.99279971282774,1.51452700158127,10.6044498538497,4.51286082295798,11356,0.9998,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",1.03268457525814,1.03268457525814,0.89590351167972,1.17157055686448,1.03265256593908,13776,0.9996,FALSE,NA,"BSS"
"B2",0.0628787351396833,0.0628787351396833,-0.269394122398073,0.411581422941151,0.065829048262762,12707,0.9997,FALSE,NA,"BSS"
"B1_C",-0.423636831229469,-0.423636831229469,-0.550912937240944,-0.292821437187574,-0.423376239794004,15125,0.9997,FALSE,NA,"BSS"
"kappa_OSP",NA,2.99225583439204,1.64408152128751,5.42502408149207,3.13887886923234,14802,1.0002,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,1.97516712816256,0.0726543955620582,46.9423651107974,10.5595490381462,5355,1.0006,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.256325789439975,0.00045380584361371,189.442806750079,3665.90916587147,7987,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
