"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.14231884496145,3.14231884496145,2.61943714553308,3.63835649040266,3.13949912249701,1838,1.0017,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.0147964295382132,-0.0147964295382132,-0.414217057085343,0.439033125926174,-0.00432483030612409,1829,1.0013,FALSE,NA,"BSS"
"sigma_eps_E",0.339483624440167,0.339483624440167,0.206256030757445,0.644680690223503,0.361236038929771,2353,1.0009,FALSE,NA,"BSS"
"sigma_eps_C",0.321832632549007,0.321832632549007,0.190429014736611,0.626921350565491,0.34311984834792,2571,1.0011,FALSE,NA,"BSS"
"phi_E",0.452818935635044,0.452818935635044,-0.188586535484132,0.881235327012898,0.426763978188775,2125,1.0022,FALSE,NA,"BSS"
"phi_C",0.317365338858796,0.317365338858796,-0.45313691302092,0.848300616139164,0.289098357867746,2236,1.0009,FALSE,NA,"BSS"
"sigma_r_E",0.476724146144376,0.476724146144376,0.435686924251511,0.522357248184347,0.477070836534642,9443,0.9997,FALSE,NA,"BSS"
"sigma_r_C",1.08843315640178,1.08843315640178,1.02385405608561,1.15648840477082,1.08873845804922,10864,0.9999,FALSE,NA,"BSS"
"r_E",4.4001319571188,4.4001319571188,3.664922150263,5.26806285133119,4.42208620290354,9479,0.9998,FALSE,NA,"BSS"
"r_C",0.84410500231879,0.84410500231879,0.747682876352113,0.953946216312493,0.846063278325659,10693,0.9999,FALSE,NA,"BSS"
"sigma_mu_E",1.96374615437927,1.96374615437927,0.0784619860418768,48.6119899461581,12.9687365364218,4524,1.0006,FALSE,NA,"BSS"
"sigma_mu_C",2.02024506915343,2.02024506915343,0.0885337782273641,43.9580776645032,10.3230499495505,5847,1,FALSE,NA,"BSS"
"sigma_IE",0.71293785481679,0.71293785481679,0.437078905595456,1.25153795386362,0.745889614109482,7903,1.0001,FALSE,NA,"BSS"
"R_G",1.27967037093023,1.27967037093023,1.24314298294718,1.31640067476839,1.27986603680645,11002,0.9996,FALSE,NA,"BSS"
"R_G_boat",NA,3.95401137233297,1.50642176750796,10.3783204671767,4.4924868275973,9864,1,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",1.03635441971053,1.03635441971053,0.904323486374916,1.17858858410591,1.03734811983602,9827,0.9998,FALSE,NA,"BSS"
"B2",0.0612909910410325,0.0612909910410325,-0.259206490119324,0.41722743470308,0.0649795442530865,9563,0.9998,FALSE,NA,"BSS"
"B1_C",-0.427217830984743,-0.427217830984743,-0.560566748840836,-0.29841264056365,-0.42758662445288,9866,0.9997,FALSE,NA,"BSS"
"kappa_OSP",NA,3.00390884758587,1.6400478620668,5.47717540188446,3.14314244817494,10775,0.9998,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,2.00048812124243,0.085348347005004,53.929247148198,28.0376228775451,3983,1.0005,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.249878014847107,0.0003438375444042,137.281626301415,15040.5786947077,7159,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.40902249815281,2.40902249815281,1.98492356038857,2.92103516699248,2.41981737326257,10882,0.9997,FALSE,NA,"BSS"
