"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.08471035400014,3.08471035400014,2.90158252991106,3.28478632458302,3.08738049042653,3394,1.0002,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.086231588635997,-0.086231588635997,-0.301005695732926,0.146048249872344,-0.0846390781410694,4361,1.0003,FALSE,NA,"BSS"
"sigma_eps_E",0.457062079173105,0.457062079173105,0.379654713968992,0.546687538548066,0.458917638763012,2126,1.0008,FALSE,NA,"BSS"
"sigma_eps_C",0.234138097519777,0.234138097519777,0.14122340986015,0.363738936620547,0.238386011561161,1715,1.0009,FALSE,NA,"BSS"
"phi_E",0.649833882172618,0.649833882172618,0.479779760268576,0.781299709242237,0.644348921506184,1464,1.0044,FALSE,NA,"BSS"
"phi_C",0.839502782749732,0.839502782749732,0.602445366569728,0.947313976521928,0.823275764321176,1617,1.0008,FALSE,NA,"BSS"
"sigma_r_E",0.232756137804506,0.232756137804506,0.194222769434654,0.276235162927643,0.233219217926895,3585,1.0006,FALSE,NA,"BSS"
"sigma_r_C",1.03190803833948,1.03190803833948,0.96561505483579,1.10115242932572,1.03223425968105,11856,0.9996,FALSE,NA,"BSS"
"r_E",18.4585556660996,18.4585556660996,13.1051525030018,26.5093888197073,18.8332039738324,3727,1.0008,FALSE,NA,"BSS"
"r_C",0.939113338417615,0.939113338417615,0.824717324094617,1.07248677059254,0.941726923733259,11369,0.9996,FALSE,NA,"BSS"
"sigma_mu_E",2.01015443161571,2.01015443161571,0.0819282820158316,47.1571161462743,14.5031151725707,3794,1.0004,FALSE,NA,"BSS"
"sigma_mu_C",1.97869757034575,1.97869757034575,0.0909794409478366,45.6102437963407,102.895939102412,7897,1,FALSE,NA,"BSS"
"sigma_IE",0.339816494550031,0.339816494550031,0.042064518940139,0.788127442146624,0.358202915740074,3807,1.0005,FALSE,NA,"BSS"
"R_G",1.27919662392877,1.27919662392877,1.24378631596995,1.31643039200566,1.27944607664578,17460,0.9996,FALSE,NA,"BSS"
"R_G_boat",NA,4.00289459439763,1.50215062454478,10.7021656564673,4.53987557328319,10738,0.9998,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.914221664063644,0.914221664063644,0.720827608243193,1.10790749214102,0.913621177463339,3171,1.0003,FALSE,NA,"BSS"
"B2",0.071234495192146,0.071234495192146,-0.442960541608602,0.581235759486972,0.0721151351995157,5034,0.9999,FALSE,NA,"BSS"
"B1_C",-0.384204128668996,-0.384204128668996,-0.551348208369025,-0.211094947556453,-0.383546763494132,7903,0.9998,FALSE,NA,"BSS"
"kappa_OSP",NA,2.99042445407086,1.64270899783058,5.55105185974369,3.13832003290895,12017,0.9997,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,2.00378351292249,0.0845438975858873,46.1540902572463,21.894696966412,7143,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.24905680361775,0.000469439609112723,139.906016648149,1732.18784452324,3251,1.0007,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.45752605916484,2.45752605916484,2.05029952169927,2.92782642733092,2.46836489840886,14106,0.9998,FALSE,NA,"BSS"
