"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.15845007541154,3.15845007541154,2.67468627860453,3.63041509827107,3.15774618135405,2014,1.0016,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.00443137958535256,-0.00443137958535256,-0.379059234316371,0.478474710793458,0.00668740576585364,2074,1.0013,FALSE,NA,"BSS"
"sigma_eps_E",0.282023259481051,0.282023259481051,0.187721811957605,0.431486035454093,0.289527350617166,3165,1.0001,FALSE,NA,"BSS"
"sigma_eps_C",0.283006176115194,0.283006176115194,0.17851307917221,0.452760224938787,0.291558391838859,2933,1,FALSE,NA,"BSS"
"phi_E",0.684176233898269,0.684176233898269,0.322750848595013,0.926650017637254,0.669027909065391,2503,1.0022,FALSE,NA,"BSS"
"phi_C",0.60400325281728,0.60400325281728,0.0651302640965582,0.915711766695833,0.573647904866097,2421,1.0001,FALSE,NA,"BSS"
"sigma_r_E",0.459256072372459,0.459256072372459,0.417297727884674,0.506214679018077,0.459889912429962,10544,1,FALSE,NA,"BSS"
"sigma_r_C",1.08132971145884,1.08132971145884,1.0161096011978,1.15017827913745,1.08218068063271,14561,0.9998,FALSE,NA,"BSS"
"r_E",4.74122084734242,4.74122084734242,3.90238875018586,5.7425919782575,4.76252779944166,10689,1,FALSE,NA,"BSS"
"r_C",0.855231577149243,0.855231577149243,0.755909278996843,0.968542962916832,0.856456495853361,14501,0.9998,FALSE,NA,"BSS"
"sigma_mu_E",2.01070629142619,2.01070629142619,0.0777771268332555,58.2352425252643,28.7770533711507,8002,1,FALSE,NA,"BSS"
"sigma_mu_C",1.96327728147053,1.96327728147053,0.0733342822279171,53.8469185955385,10.4858608651072,5935,1,FALSE,NA,"BSS"
"sigma_IE",0.684631963152864,0.684631963152864,0.416197108118072,1.1682780807487,0.714280329807693,9980,0.9996,FALSE,NA,"BSS"
"R_G",1.2798922161979,1.2798922161979,1.24417950926601,1.31743788807131,1.28033204615483,13418,0.9998,FALSE,NA,"BSS"
"R_G_boat",NA,3.9838499443259,1.52014694225777,10.4701897821462,4.51750798196158,10947,1.0003,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.99964770513801,0.99964770513801,0.867560843685508,1.13323806818372,0.999611403748163,11562,0.9996,FALSE,NA,"BSS"
"B2",0.0231050399493247,0.0231050399493247,-0.320151776639816,0.391571302951356,0.0258107378478012,8827,0.9998,FALSE,NA,"BSS"
"B1_C",-0.391588464621268,-0.391588464621268,-0.525743423801257,-0.258627881899029,-0.391333270995896,11795,0.9998,FALSE,NA,"BSS"
"kappa_OSP",NA,2.99486661702089,1.6502860744095,5.42293653458232,3.14211868504118,12821,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,2.03078094640072,0.0761121391146136,53.0146353429136,31.3342526988207,7928,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.242478846548608,0.000355802106191426,172.62076551748,433.944729739277,7858,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.42019643394063,2.42019643394063,2.01122180695341,2.9407735486228,2.43430094173601,12808,0.9997,FALSE,NA,"BSS"
