"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.15556677920944,3.15556677920944,1.24015300564003,5.12991908465881,3.1631741392485,5117,0.9999,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.0616579374544823,-0.0616579374544823,-2.37101264523778,1.71059970681088,-0.143376155118929,4940,1.0004,FALSE,NA,"BSS"
"sigma_eps_E",0.322422260722144,0.322422260722144,0.211856541563862,0.472005052999584,0.327485421359051,2487,1.0014,FALSE,NA,"BSS"
"sigma_eps_C",0.307493355258545,0.307493355258545,0.204424752853808,0.437169720278544,0.311629992949798,3326,1.001,FALSE,NA,"BSS"
"phi_E",0.651368570970036,0.651368570970036,0.296749946330396,0.90007518288719,0.639644631308532,2630,1.0012,FALSE,NA,"BSS"
"phi_C",0.658542543285403,0.658542543285403,0.298544255007314,0.905132516058833,0.644984966682228,2843,1.0023,FALSE,NA,"BSS"
"sigma_r_E",0.431028590334864,0.431028590334864,0.389306333947811,0.478149132148509,0.43188547769394,10853,1.0003,FALSE,NA,"BSS"
"sigma_r_C",1.05143085595883,1.05143085595883,0.986451459926322,1.11807892971325,1.05174028829874,14450,0.9998,FALSE,NA,"BSS"
"r_E",5.3825471650898,5.3825471650898,4.37394438257292,6.59807215657916,5.40591841468757,10715,1.0005,FALSE,NA,"BSS"
"r_C",0.904562468020771,0.904562468020771,0.799935689606361,1.02765788831082,0.906791628290897,14156,0.9999,FALSE,NA,"BSS"
"sigma_mu_E",0.69796847112839,0.69796847112839,0.0305535822358097,4.61435111327824,1.07280847033132,4201,0.9999,FALSE,NA,"BSS"
"sigma_mu_C",0.707173385190077,0.707173385190077,0.0263980158394668,4.82831653354928,1.12305628314516,6180,1.0004,FALSE,NA,"BSS"
"sigma_IE",0.363563034212176,0.363563034212176,0.0375713154752655,0.872095623012666,0.382326027758367,3399,1.0011,FALSE,NA,"BSS"
"R_G",1.28035357138429,1.28035357138429,1.24350831414039,1.31731940593545,1.280339879264,18057,0.9998,FALSE,NA,"BSS"
"R_G_boat",NA,3.98055583084428,1.54568991742411,10.4445403848635,4.5186381646095,12128,1,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.998763295491186,0.998763295491186,0.873408046145884,1.12843129380598,0.99922058120726,14488,0.9997,FALSE,NA,"BSS"
"B2",0.0744664221948925,0.0744664221948925,-0.266870769711549,0.432465193981387,0.0754734425777034,11882,0.9999,FALSE,NA,"BSS"
"B1_C",-0.413522180285212,-0.413522180285212,-0.562074946786669,-0.264037928367967,-0.413773115542197,12650,0.9999,FALSE,NA,"BSS"
"B2_C",-0.0866696335822566,-0.0866696335822566,-0.437830556256233,0.260370805286532,-0.0866391332055175,8172,0.9998,FALSE,NA,"BSS"
"gamma_C",NA,-0.0228104765405184,-1.96417854292576,1.95997469874622,-0.0123982027902231,16160,0.9997,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,3.01236572459387,1.68744273442336,5.28953366099207,3.14004907748293,13977,0.9999,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,0.9959451183177,0.0385249188535865,25.0058808216735,4.32473388479628,6453,0.9999,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,1.00815943389835,0.0015992481551738,673.782033126393,3419492.95373509,10008,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
