"section_num","period","day_type","mean_daily_effort","sd_daily_effort","mean_daily_gear_effort","n_sampled","n_total_days","est_total_crabber_hours","se_total_crabber_hours","est_total_gear_hours","mean_cpue_ch","mean_cpue_gh","est_catch_ch","est_catch_gh"
1,1,"holiday",364.033465542885,NA,467.5,1,1,364.033465542885,0,467.5,0.0462962962962963,0.035778175313059,16.853401182541,16.7262969588551
1,1,"weekday",164.26634064993,77.4040955579936,210.954545454545,11,17,2792.52779104881,396.749619767778,3586.22727272727,0.0957053054030943,0.0618472097697825,267.259725088955,221.798150418479
1,1,"weekend",341.235410125048,270.240253051861,438.222222222222,9,13,4436.06033162563,1171.04109655807,5696.88888888889,0.0809214938547636,0.0631057848004685,358.972628865004,359.506644254403
1,2,"weekday",106.846185990509,81.4612008331472,137.214285714286,7,16,1709.53897584815,492.631037497589,2195.42857142857,0.0748301510690632,0.0431816677517685,127.925059821169,94.8022671441684
1,2,"weekend",161.057230209883,84.4166093152411,206.833333333333,6,11,1771.62953230871,379.092300836733,2275.16666666667,0.0640379870115938,0.0473769160195561,113.451588979341,107.79038009716
1,3,"weekday",90.2361741860849,53.0977120650582,115.883333333333,10,17,1534.01496116344,285.446504737957,1970.01666666667,0.0651193013722909,0.0398638558793751,99.8939825656054,78.5324604799669
1,3,"weekend",341.603120696304,304.286574320345,438.694444444444,6,14,4782.44368974825,1739.1426328834,6141.72222222222,0.0356878996137083,0.0275048061608987,170.675370307948,168.926879216307
1,4,"weekday",281.62303751446,121.388352044945,361.666666666667,8,18,5069.21467526029,772.510741992364,6510,0.0394683290091493,0.0290714083099314,200.073432621181,189.254868097654
1,4,"weekend",639.556833581226,530.775956462576,821.333333333333,5,12,7674.68200297471,2848.44268673469,9856,0.0251024252282501,0.0206448460261135,192.653131130269,203.475602433374
1,5,"weekday",216.918336992705,111.790480481548,278.571428571429,7,16,3470.69339188328,676.045280682508,4457.14285714286,0.0320066725452727,0.0208153385812466,111.08534689905,92.7769376764135
1,5,"weekend",515.783601293765,260.586727748345,662.380952380952,7,14,7220.97041811271,1378.89535317243,9273.33333333333,0.0181946952392809,0.013717587348661,131.383356089423,127.20776001325
1,6,"weekday",115.504379441415,1.83536921257907,148.333333333333,2,17,1963.57445050405,22.0626342753265,2521.66666666667,0.0657594330218469,0.0505892467308966,129.123542561331,127.569217173078
1,6,"weekend",489.920261113865,236.42685448298,629.166666666667,4,12,5879.04313336639,1418.56112689788,7550,0.0416494840731053,0.0330460810860125,244.859113348242,249.497912199394
1,7,"weekday",362.27216280662,83.5829791683039,465.238095238095,7,19,6883.17109332578,600.236536803895,8839.52380952381,0.0637826106221777,0.0500214142313127,439.026621691427,442.165482083742
1,7,"weekend",1087.55808957197,143.158798581167,1396.66666666667,2,12,13050.6970748637,1214.74268715914,16760,0.0382607601571015,0.0352144740869986,499.329590664345,590.194585698097
1,8,"weekday",410.5596678235,114.2508752894,527.25,8,16,6568.954685176,646.300549389067,8436,0.0486585567356509,0.037838209213186,319.635854242556,319.203132922437
1,8,"weekend",586.606511320443,244.764221628024,753.333333333333,6,15,8799.09766980664,1498.86862569538,11300,0.049793254248102,0.0411366130179864,438.135707426565,464.843727103246
1,9,"weekday",299.674283739727,118.413968673528,384.848484848485,11,18,5394.13710731509,642.656788407803,6927.27272727273,0.0353086152076703,0.0234562867866783,190.459511499605,162.488095740444
1,9,"weekend",482.782350024789,238.079766601075,620,7,12,5793.38820029747,1079.82832221042,7440,0.067809366417576,0.0512313085999724,392.845983273232,381.160935983795
1,10,"weekday",189.39922962511,52.9184915862742,243.230769230769,13,19,3598.58536287708,278.86202783507,4621.38461538462,0.119520446722553,0.0808695773501189,430.104530140311,373.729420618496
1,10,"weekend",268.722885473475,152.254557237174,345.1,10,12,3224.67462568171,577.765422011933,4141.2,0.055228895450644,0.0397010399770408,178.095217764119,164.409946752921
1,11,"holiday",337.558304412494,NA,433.5,1,1,337.558304412494,0,433.5,0.064957264957265,0.0485312899106003,21.9268642182475,21.0383141762452
1,11,"weekday",135.685200793257,82.8010399812978,174.25,10,16,2170.96321269212,418.943806354507,2788,0.196907296046829,0.123921491291219,427.478496028342,345.49311771992
1,11,"weekend",312.553985567124,235.171537429963,401.388888888889,9,13,4063.20181237261,1019.07666219651,5218.05555555556,0.114698612499803,0.0769541057899219,466.043610185825,401.550799239912
1,12,"weekday",184.590706770231,40.8605704916384,237.055555555556,9,17,3138.04201509392,231.543232785951,4029.94444444444,0.0938639489511226,0.0583677139206701,294.549015511254,235.218644449527
1,12,"weekend",221.72947446703,117.295637719098,284.75,10,13,2882.48316807139,482.197787232598,3701.75,0.0939069118520996,0.0686579721969807,270.685092779241,254.154648580173
