"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.13730056693277,3.13730056693277,1.13244196045963,5.19229449924379,3.13359459603058,3832,1.0011,FALSE,NA,"BSS"
"mu_mu_C[1]",0.09188930214625,0.09188930214625,-2.33736823271957,1.802239475976,-0.0152044149649049,4145,1.0004,FALSE,NA,"BSS"
"sigma_eps_E",0.317338386380009,0.317338386380009,0.207563377928634,0.459826748664549,0.322019097821394,2353,1.0008,FALSE,NA,"BSS"
"sigma_eps_C",0.285552620697554,0.285552620697554,0.186441291429362,0.414569762031081,0.289303891025194,2961,1.0012,FALSE,NA,"BSS"
"phi_E",0.673877552840129,0.673877552840129,0.331938728368224,0.909241701738745,0.66000121577838,2078,1.0015,FALSE,NA,"BSS"
"phi_C",0.67563145016432,0.67563145016432,0.328861479325968,0.912772969784563,0.661816290413375,2515,1.0009,FALSE,NA,"BSS"
"sigma_r_E",0.43178860871896,0.43178860871896,0.390602954942189,0.478562656092893,0.432496563264816,8139,1,FALSE,NA,"BSS"
"sigma_r_C",0.789591153931653,0.789591153931653,0.700438216836107,0.895593287664681,0.792331195090631,6384,1.0007,FALSE,NA,"BSS"
"r_E",5.36361551646155,5.36361551646155,4.36638863386822,6.55433977413788,5.3890805216821,8083,1.0001,FALSE,NA,"BSS"
"r_C",1.6039670846527,1.6039670846527,1.24674702613142,2.03826352856366,1.61193981012636,6831,1.0006,FALSE,NA,"BSS"
"sigma_mu_E",0.6965042521322,0.6965042521322,0.0279644809368612,4.71431125037119,1.09847733407499,5293,1.0017,FALSE,NA,"BSS"
"sigma_mu_C",0.713211556833891,0.713211556833891,0.0326135982876423,4.89240615950356,1.13169266733469,6069,1.0026,FALSE,NA,"BSS"
"sigma_IE",0.550402308399453,0.550402308399453,0.287065462183099,1.02716792404954,0.576520652947871,9124,1,FALSE,NA,"BSS"
"R_G",1.28017856849262,1.28017856849262,1.24404031552805,1.31753814701513,1.28030230379747,14801,1,FALSE,NA,"BSS"
"R_G_boat",NA,3.96166382327927,1.50895491984126,10.6995006169811,4.52785146247376,10559,0.9998,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",1.00451697217113,1.00451697217113,0.879730794919352,1.1310589930086,1.00513433187143,11930,0.9997,FALSE,NA,"BSS"
"B2",0.0702562528891586,0.0702562528891586,-0.273384472606335,0.42384125585145,0.0711227782043297,10062,0.9999,FALSE,NA,"BSS"
"B1_C",-0.362041860641053,-0.362041860641053,-0.500247396546653,-0.220767039198586,-0.361284334654046,10750,0.9997,FALSE,NA,"BSS"
"B2_C",-0.0884336644037402,-0.0884336644037402,-0.420472644140564,0.253772718057368,-0.0879307419857471,6745,0.9998,FALSE,NA,"BSS"
"gamma_C",NA,-0.0173218246006648,-1.94137269910173,1.92352444604966,-0.00396054226090502,14531,0.9998,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,2.99310126309534,1.65895751992432,5.43614027208444,3.13469317381243,12864,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,0.998831792078345,0.0346340450374772,28.3015618752612,5.32730996897285,6618,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,1.00234052610291,0.00124847886520278,833.668852366524,20136.8824068083,5777,1.0002,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.39244591754526,2.39244591754526,1.99296097547626,2.86739963494824,2.40371441002945,12789,1.0001,FALSE,NA,"BSS"
"theta_C[1]",0.171721995280851,0.171721995280851,0.112586299611168,0.221633239106045,0.170659048270393,6407,1.0003,FALSE,NA,"BSS"
