"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.14590265646634,3.14590265646634,2.78403358421287,3.51807437227059,3.14698789910063,2448,1.0015,FALSE,NA,"BSS"
"mu_mu_C[1]",0.156147747457615,0.156147747457615,-0.178769991404578,0.580882715093516,0.164710509462205,2413,1.0015,FALSE,NA,"BSS"
"sigma_eps_E",0.318289004891408,0.318289004891408,0.209703333301408,0.464367798073206,0.323694270209074,2155,1.0021,FALSE,NA,"BSS"
"sigma_eps_C",0.27619604765514,0.27619604765514,0.182513104520798,0.39707193183464,0.279819705468528,2656,1.0005,FALSE,NA,"BSS"
"phi_E",0.668506318693648,0.668506318693648,0.336127221082622,0.895592682648107,0.656351303987585,1978,1.0032,FALSE,NA,"BSS"
"phi_C",0.692304866853341,0.692304866853341,0.323307059035317,0.91642376511744,0.674614984641107,2384,1.0013,FALSE,NA,"BSS"
"sigma_r_E",0.431829905948478,0.431829905948478,0.3900619354034,0.480185307512492,0.432599858604555,10357,0.9998,FALSE,NA,"BSS"
"sigma_r_C",0.791957586410721,0.791957586410721,0.702382118733585,0.901321708663789,0.794526073180424,6152,1.0005,FALSE,NA,"BSS"
"r_E",5.36258968737258,5.36258968737258,4.33692852546777,6.57253424399166,5.38868190996217,10667,0.9997,FALSE,NA,"BSS"
"r_C",1.59439584231569,1.59439584231569,1.2309497865097,2.02699700294043,1.60341475425117,6748,1.0003,FALSE,NA,"BSS"
"sigma_mu_E",1.97005051066241,1.97005051066241,0.085716362475949,44.475028785523,13.9959308687167,7598,0.9999,FALSE,NA,"BSS"
"sigma_mu_C",2.05187838549542,2.05187838549542,0.0838655272755761,51.7017555234031,22.8787435928399,2398,1.0012,FALSE,NA,"BSS"
"sigma_IE",0.550091322315827,0.550091322315827,0.289895205157162,1.02952129432791,0.578670437688677,9349,1.0001,FALSE,NA,"BSS"
"R_G",1.28009961075111,1.28009961075111,1.24296598640424,1.3170507968906,1.27995899987229,16398,0.9997,FALSE,NA,"BSS"
"R_G_boat",NA,3.96019085969138,1.51436122600551,10.4989678626239,4.46197416796264,10010,0.9999,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",1.00382126751527,1.00382126751527,0.876204320535638,1.1346091067593,1.00473401186431,11054,0.9997,FALSE,NA,"BSS"
"B2",0.0715096732351807,0.0715096732351807,-0.273053222131434,0.437758424569219,0.0726413346982542,9641,0.9998,FALSE,NA,"BSS"
"B1_C",-0.373852329454319,-0.373852329454319,-0.507519769357016,-0.238552086252089,-0.373329346079345,10874,1,FALSE,NA,"BSS"
"kappa_OSP",NA,2.99755605269788,1.63697320206344,5.48154230368135,3.14819814147765,14169,0.9996,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,1.97970413070922,0.0675078513896098,47.7604878227287,11.3027837386021,4648,0.9999,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.255152267916434,0.000438392720581124,219.428006410487,1734.18487961622,7666,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.39496581622147,2.39496581622147,1.98820261832162,2.88846804051981,2.40496442953071,13823,0.9997,FALSE,NA,"BSS"
"theta_C[1]",0.171324514636316,0.171324514636316,0.110847694111161,0.220846550647901,0.170040484686269,5997,1.0004,FALSE,NA,"BSS"
