"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.263104586915605,0.0012551913093654,0.161181753544066,-0.0499363153971084,0.154801716701228,0.262785805871939,0.371118981869184,0.580883706190113,16489.6677551574,0.999816316196956
"B2",0.53267680678869,0.00343963638583703,0.390067351055149,-0.222373396825499,0.263894639062957,0.523117354693458,0.787665548623254,1.32153259006837,12860.3898265643,1.00003737799353
"B1_C",-0.0094054852877936,0.00120737267986214,0.154098093939256,-0.309771164613624,-0.113056419235808,-0.00809262323960985,0.092998727847065,0.293558655145389,16289.6534368098,1.0001992894262
"B2_C",-0.152884505399848,0.00275387974973972,0.372253694153358,-0.839798638303351,-0.406653920075981,-0.166891047251991,0.0877976164874637,0.622572025544482,18272.0841844388,0.999740785190197
"B3",0.00296838468886207,0.00735447821196808,0.987460262006143,-1.93659435634287,-0.673633970551789,0.0220726491817332,0.681889312342375,1.89699871324203,18027.500805292,0.999948939199908
"gamma_C",-0.00184939902779312,0.00667641342852219,0.987974767542317,-1.93879122019025,-0.657709132634449,0.00141862669467842,0.649413396729528,1.93412397799923,21898.0408756511,0.99965667045157
"sigma_eps_E",1.03606596538659,0.00492579807350263,0.314095725703303,0.599575501068046,0.81937469323456,0.979292525526684,1.1890375771029,1.81038995039498,4066.03248262651,1.00042562649978
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.928203356039812,0.000501190886248328,0.0620764704974045,0.814882855429992,0.884564776967168,0.925947237363928,0.968781456369525,1.05636947362393,15340.7891922642,0.999851669030751
"phi_E_scaled",0.838339175403671,0.00148764415219036,0.0939767108950137,0.61054313344415,0.786599969199342,0.854515855390438,0.908300808463474,0.971377401331619,3990.63827083772,1.00089133061284
"eps_E[1,1]",-0.624481426271882,0.00507399742636646,0.46527741748117,-1.61097722764549,-0.921375958010246,-0.598062379576642,-0.309031116387158,0.233213626063854,8408.59554615117,0.999920650845122
"eps_E[2,1]",-1.22121769755969,0.00585215102162044,0.546955822881962,-2.34476493390682,-1.57931127359935,-1.19102147713361,-0.84016672452631,-0.242141356257345,8735.21201249988,0.999858771850016
"eps_E[3,1]",0.0928901179857933,0.00729473295392224,0.588009512063351,-1.07610718255201,-0.292728942757917,0.0996353283373079,0.485916225862067,1.25278073618947,6497.55414923834,0.999868615275751
"eps_E[4,1]",0.963222442631584,0.0083361459297658,0.552528276357018,-0.0569272674798309,0.588001926295007,0.936099371502157,1.31750075526747,2.10597055922189,4393.17395037094,1.0006163189407
"eps_E[5,1]",0.572268929451502,0.0047127854030975,0.385240365282477,-0.13856047812696,0.312698026362694,0.555344368142417,0.815220866838124,1.37472473866943,6682.02725588894,1.00028806454838
"eps_E[6,1]",-0.245024866830917,0.00449157633049979,0.404852745938025,-1.03483348932004,-0.511908945611014,-0.248135252886693,0.0214679828138878,0.561175879624397,8124.49937144102,1.00019399850593
"eps_E[7,1]",1.64742662314558,0.00758271112246279,0.528979827561199,0.688342194244188,1.2759817641892,1.62053658178606,1.98850288436121,2.75774261511781,4866.63975295474,1.00015368155262
"eps_E[8,1]",0.802837963628032,0.00551460904563787,0.455527242012332,-0.00736833309181601,0.487026580450923,0.771518556774978,1.09294507255759,1.77729508275012,6823.37517189029,0.999911432962735
"eps_E[9,1]",0.407515576190542,0.00551040772103154,0.460812071397222,-0.44318472984566,0.0992810371926303,0.381618860995222,0.701061574529583,1.3651936400696,6993.26888336909,0.999713398147033
"omega_E_0_raw[1,1]",-0.768892303131572,0.00873738712412804,0.64610731836694,-2.06862076047642,-1.18829906781613,-0.768478441873626,-0.343663980207949,0.505980808991426,5468.22232950977,1.00018552118801
"mu_mu_E[1]",2.63951376315826,0.0213092367046665,1.25456474713528,-0.0332457434460804,1.92356556183533,2.68280833147745,3.40594964050976,5.05521337459467,3466.17409752201,1.00036626721862
"sigma_mu_E",1.22177101346349,0.0331695237076139,1.668821883818,0.0316062495951043,0.318053813230428,0.72371720670961,1.44650323796716,5.89800117151236,2531.28765775762,1.00130377421912
"eps_mu_E[1,1]",0.0703017142238315,0.00804434233263652,0.900057307532534,-1.71140438524318,-0.508558489489612,0.0770170321827222,0.645944529716201,1.86048621872404,12518.7001281065,0.999891570634735
"R_G",1.04823576606264,0.00253692207833572,0.323256504207396,0.552064260201792,0.816829040176075,1.00046505950759,1.23222068761661,1.81038424477466,16236.0465555956,0.999756293212025
"R_G_boat",3.5535118680016,0.00111959036131637,0.163267897517523,3.22889217940349,3.4442076883623,3.55219329350906,3.6607132139031,3.87939599499807,21265.8770418225,0.999724840941841
"sigma_IE",0.199869600872781,0.00211054400699936,0.20056748376738,0.00536415231406842,0.0567443214695744,0.136753321812809,0.279036597663509,0.745289097887187,9030.92484262292,0.999892347793793
"sigma_eps_C",0.430186407041009,0.00329401217403122,0.18481423101669,0.115482669894223,0.30672743910961,0.408472619417676,0.531685670904953,0.857441418449152,3147.89631648109,1.00137498816163
"Lcorr_C[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"phi_C_scaled",0.43891682896915,0.00250388503531607,0.195677819940274,0.114199194405131,0.28917486611888,0.421145176389657,0.574672600956604,0.849169010637214,6107.37283825993,1.00024290092918
"sigma_r_C",0.771601942232758,0.000624751352835335,0.0640331070786606,0.652329834771127,0.727352684418476,0.768808261886021,0.81211496668655,0.905455574377401,10504.9681686035,0.99990105239131
"eps_C[1,1]",0.892186765627276,0.00744394681173054,0.66757707204777,-0.366401716923454,0.450274916833537,0.876080026123217,1.31634462730183,2.26573962348857,8042.59689918727,1.00025321690087
"eps_C[2,1]",-0.669636603356703,0.00670858670229456,0.796948831004139,-2.22412653433582,-1.19194145488791,-0.673823995947329,-0.148620198193283,0.920980827118391,14112.3325502103,0.99993016744569
"eps_C[3,1]",0.259037803499814,0.00601678913904819,0.763568958278462,-1.26413319670315,-0.248061791040485,0.258007497049122,0.757828047415561,1.77534666435243,16105.2305256987,1.00007370083415
"eps_C[4,1]",-0.78228910434994,0.00669517052971179,0.727298539756618,-2.23868706974777,-1.25178148103997,-0.776521907929199,-0.304776640334867,0.660245234286859,11800.5471586098,0.999929348376636
"eps_C[5,1]",0.790980680269398,0.00683958568347431,0.69449204517713,-0.618019368288129,0.347210893716431,0.800100400232624,1.23173835344847,2.16284025265344,10310.3868876643,1.00005785221668
"eps_C[6,1]",-0.144169594200969,0.00756550827769937,0.810502646587345,-1.7278094549477,-0.680903039603709,-0.14891052798963,0.386746092558843,1.45754515480737,11477.1128805116,0.999988281848871
"eps_C[7,1]",-0.475069626152441,0.00623978272153707,0.7196893009016,-1.89689858556071,-0.945084164781999,-0.472273619147535,-0.000258776038096915,0.940127494510595,13303.0480106037,0.999781944585261
"eps_C[8,1]",0.251745666863608,0.00602018168127107,0.615642992509854,-0.982762731889407,-0.138042364148796,0.257320989342755,0.651646128036959,1.45771331356911,10457.7603484459,1.00007097484839
"eps_C[9,1]",-0.819458072193688,0.00722794576140244,0.759936049719986,-2.33462259832038,-1.31693328542607,-0.805444615394774,-0.328430784696255,0.694267211905456,11054.1237987008,1.00031854177535
"omega_C_0_raw[1,1]",0.793700792902228,0.00595404185170987,0.524053589190378,-0.190428874489083,0.458683671572351,0.76285827897038,1.1074094069627,1.88736887583858,7746.89435455614,1.00051457128345
"mu_mu_C[1]",0.621398420258836,0.014705646344093,1.10164893851666,-2.14957242602301,0.18341425962982,0.856388078403262,1.2196443008089,2.49793145101225,5612.00702267534,1.00025408269196
"sigma_mu_C",1.32259402550498,0.0242131096429884,1.78926292239338,0.0321767131298915,0.348138239374968,0.786607091895293,1.59966102974371,5.95730011723279,5460.68578842156,1.00063049725403
"eps_mu_C[1,1]",0.269801242754161,0.00908414846858891,0.891182916698741,-1.57963723351667,-0.279728493488037,0.278182366492306,0.836980290792588,2.02077715106,9624.21371698306,1.00020098292858
"L_raw[1]",0.0126954153445381,0.00746222846262941,0.996598172228465,-1.928635324905,-0.665637766116236,0.011195774161714,0.681193783224716,1.95780891241687,17836.2310784849,0.99994033038714
"L_raw[2]",-0.00391886722774654,0.00729709488336507,1.00960456998425,-1.97011663373118,-0.668224180236965,0.00627930763930388,0.674980340804603,1.97759141480129,19142.6751182561,0.999711710375982
"L_raw[3]",-0.00165547892527153,0.00806927441864638,1.01422309808022,-2.03054109697282,-0.671316823211992,0.00816516625299121,0.671582501440037,2.00409742341622,15797.8513771574,0.999809990990317
"L_raw[4]",-0.00276030323714344,0.00678678772219742,0.974876386285411,-1.91297369229157,-0.647847366413477,-0.00370287768448403,0.655063676596686,1.91072438182512,20633.3892310395,0.999876059357756
"L_raw[5]",-0.00837546262006225,0.00744538074385964,1.00896616278187,-2.00966001530215,-0.692386495453053,-0.00640811471257361,0.677783148943315,1.9787425625976,18364.5114811697,0.999682996375221
"L_raw[6]",-0.0060344949917855,0.00725572898850788,0.983849020777847,-1.92480185976326,-0.68522235067911,-0.00470696887011659,0.677019042340018,1.905534107409,18386.3198003763,0.99964637531427
"L_raw[7]",0.00505287550230603,0.00782546351913902,1.00252292923845,-1.97748714267758,-0.66946835425035,0.00450542580869867,0.688068256651977,1.93688851818316,16412.2637052718,0.999924868111822
"L_raw[8]",0.00657840492011972,0.00725627920600837,0.98627635511388,-1.90889609751152,-0.675451738059435,0.0142491972510557,0.689991478973897,1.904253884392,18474.3544963524,0.999702018810765
"L_raw[9]",-0.0202037231535339,0.00729027900697399,1.0143582933606,-1.98817010277559,-0.719690644174584,-0.0205899219959141,0.671239466251325,1.95702837697392,19359.5148438345,1.0000061354832
"L_raw[10]",0.00324420727510112,0.00694155502861933,0.976321731229564,-1.90174852041042,-0.655136396391082,0.0110190136345755,0.651253509173867,1.95283495155298,19782.0989756273,0.999904867151472
