"mode","subseason","month","PE_catch","BSS_catch_median","BSS_catch_lo95","BSS_catch_hi95","PE_effort","BSS_effort_median","BSS_effort_lo95","BSS_effort_hi95"
"private_boat","all_gear","2024-12",930.885657273766,1015.25029535812,585.619965924713,1736.07840075269,303.400427752984,245.493646793389,150.645948073075,411.083100750725
"private_boat","all_gear","2025-01",710.412738445768,726.674843042186,405.223571688769,1317.39217323959,231.542431706225,183.846150800766,110.475914908144,315.295917991641
"private_boat","all_gear","2025-02",220.472918827997,167.788698360286,54.0658843426042,429.815468688243,71.8579960467594,77.9691395821135,36.3559646586976,163.526758633443
"private_boat","all_gear","2025-03",502.188315108216,605.574216404385,269.142955356348,1504.556044552,163.676546550952,176.167855717941,99.4021014633302,310.792345983445
"private_boat","all_gear","2025-04",1727.03786415264,1280.29016386542,619.95166438453,2814.06271825316,562.887635699616,671.333055925249,422.193617246433,1084.01512031173
"private_boat","all_gear","2025-05",2960.05307685737,5638.83350441961,2753.23434025153,10993.8243335484,964.76013210927,1316.08929058743,884.579217256365,2086.75983953659
"private_boat","all_gear","2025-06",792.06937504873,1982.48986019534,845.122585043754,4608.26332206139,258.156504316136,791.42742356843,449.104368783079,1542.90777497596
"private_boat","all_gear","2025-07",7496.0792401519,9488.12055624529,4447.86940543049,21326.8887699601,2443.17186558982,3857.49374956458,2446.26200483057,6546.57061934478
"private_boat","all_gear","2025-08",14849.2593662486,16591.1602811294,9789.96886992989,28823.4441487946,4839.7691041123,5015.7005087102,3461.0739158777,7376.4958693169
"private_boat","all_gear","2025-09",6279.39535476777,4170.05480718372,1884.51512027437,8776.97509071724,2046.62218370215,2113.70126074322,1353.14761468433,3361.77786155163
"shore","all_gear","2024-12",2114.34126753546,2567.33979861547,1947.169989793,3491.74544377686,2443.61519560325,2019.11105113866,1639.10866617614,2542.54742633885
"shore","all_gear","2025-01",1773.98643482358,1418.94582869617,1058.52767739394,2000.55330821333,2050.2556874283,2285.65496876223,1807.92890275709,3040.71729157398
"shore","all_gear","2025-02",988.591694433683,801.251052931698,535.850664231539,1207.89413579076,1142.54861495523,1449.89199232059,1106.00695747699,1958.1523482261
"shore","all_gear","2025-03",1376.6311085814,1217.72025233657,861.858183092432,1761.37570458661,1591.01879498895,1874.36682045225,1444.65427724811,2538.74375910408
"shore","all_gear","2025-04",1786.00245368373,2154.52895858858,1520.93619542548,3096.68628079836,2064.14300388387,2701.65517523624,2038.13066938057,3681.46942878599
"shore","all_gear","2025-05",1649.13952988021,2327.64480939434,1630.74070786633,3715.38387796093,1905.96592743167,2612.2173046329,1939.80475551553,3807.7121346945
"shore","all_gear","2025-06",714.870587329026,2247.56727027055,1382.40466424926,3991.02000841178,826.199940808625,2490.34284983045,1733.09415850118,3903.50479235689
"shore","all_gear","2025-07",1602.59450958672,2884.32929759665,1928.12411425515,4595.69353008785,1852.17228464789,3410.13352149945,2521.03303897127,5047.42487948957
"shore","all_gear","2025-08",2337.19266789339,2883.55636166531,2105.89326263524,4288.2600622836,2701.17204162312,3302.35754215915,2578.18959138072,4557.14421723813
"shore","all_gear","2025-09",1321.20766835887,1656.40084678438,1150.30733442498,2566.39236605959,1526.96406418465,1497.95080942725,1119.79901324199,2107.1876622401
"shore","ring_net_only","2024-09",1168.44777492486,NA,NA,NA,893.101787762454,NA,NA,NA
"shore","ring_net_only","2024-10",2529.06584680452,NA,NA,NA,1933.08873329434,NA,NA,NA
"shore","ring_net_only","2024-11",2171.1848895244,NA,NA,NA,1659.54281227654,NA,NA,NA
