"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.10887514539044,3.10887514539044,1.1924082690781,5.10986199570458,3.12198098379859,4808,1.0002,FALSE,NA,"BSS"
"mu_mu_C[1]",-0.130989843828806,-0.130989843828806,-2.45433673129649,1.68606576327646,-0.217151759636715,4586,1.0002,FALSE,NA,"BSS"
"sigma_eps_E",0.45091627409174,0.45091627409174,0.377113082148155,0.53832984467998,0.452625013212365,2535,1.0014,FALSE,NA,"BSS"
"sigma_eps_C",0.235648957284419,0.235648957284419,0.140319678990762,0.363880387965124,0.239919810794486,1972,1.0018,FALSE,NA,"BSS"
"phi_E",0.648335030303973,0.648335030303973,0.474290248718036,0.77933871301175,0.643260729970116,1480,1.0027,FALSE,NA,"BSS"
"phi_C",0.841313294581722,0.841313294581722,0.614862015620739,0.947765009152207,0.825757758082905,1913,1.0012,FALSE,NA,"BSS"
"sigma_r_E",0.233881306894128,0.233881306894128,0.195453596576872,0.278114482694901,0.23447995951132,5112,1.0005,FALSE,NA,"BSS"
"sigma_r_C",1.02850124373918,1.02850124373918,0.965076881357647,1.09611981701729,1.02928107095783,10696,0.9998,FALSE,NA,"BSS"
"r_E",18.2813800324324,18.2813800324324,12.9286384247126,26.1765657052519,18.6349214175878,5021,1.0006,FALSE,NA,"BSS"
"r_C",0.945345056717865,0.945345056717865,0.832307754548658,1.073683244625,0.946963165864498,10575,0.9998,FALSE,NA,"BSS"
"sigma_mu_E",0.672215320934493,0.672215320934493,0.0271706014958561,4.19180588582003,1.01736205317088,6063,1.0022,FALSE,NA,"BSS"
"sigma_mu_C",0.703421988166316,0.703421988166316,0.0285288229742457,5.43780073258081,1.17017132971775,6145,1.0005,FALSE,NA,"BSS"
"sigma_IE",0.271674967195237,0.271674967195237,0.0202022228858669,0.774517852136467,0.300358980590959,2763,1.0006,FALSE,NA,"BSS"
"R_G",1.27912722928173,1.27912722928173,1.24249922292684,1.31507121826448,1.27898562572644,14659,0.9998,FALSE,NA,"BSS"
"R_G_boat",NA,4.02123909215968,1.5079384565894,10.5360650481679,4.5175523904195,11791,1.0007,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.907226473584287,0.907226473584287,0.712138599285357,1.096652576635,0.906761759785127,2883,1.0017,FALSE,NA,"BSS"
"B2",0.0776683756103875,0.0776683756103875,-0.429828092619393,0.588780657868664,0.0782961195154992,4597,1.0014,FALSE,NA,"BSS"
"B1_C",-0.379285955426502,-0.379285955426502,-0.551649172895627,-0.198214912937935,-0.376999543364295,7779,1.0001,FALSE,NA,"BSS"
"B2_C",-0.0382199106208997,-0.0382199106208997,-0.457533999557049,0.360809701829921,-0.0413076711488757,7299,1.0006,FALSE,NA,"BSS"
"gamma_C",NA,-0.0238494155384275,-1.93165349231476,1.94378351505684,-0.0116544836349556,15908,0.9999,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,2.99922603432001,1.65815440516173,5.44199759803312,3.13702002365806,11624,0.9997,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,0.989607159396926,0.0381282703896019,24.4703947181033,5.93079144622256,5885,1.0013,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,1.02111428049834,0.00167001778320186,687.869240534736,302867.851499918,5890,1.0003,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
