"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",2.70721723094564,2.70721723094564,0.176727903984615,5.1469702556998,2.69174714627981,5605,1.0002,FALSE,NA,"BSS"
"mu_mu_C[1]",0.879126167759375,0.879126167759375,-2.15744929897636,2.39309873884087,0.647558534871183,5153,1.0009,FALSE,NA,"BSS"
"sigma_eps_E",0.882179783671537,0.882179783671537,0.552518365276521,1.61819704972536,0.935241757842838,3366,1.001,FALSE,NA,"BSS"
"sigma_eps_C",0.363227683144835,0.363227683144835,0.0776310198012391,0.80911731473312,0.379797501251276,2968,1.0007,FALSE,NA,"BSS"
"phi_E",0.759038769178109,0.759038769178109,0.343625511840027,0.950116671560199,0.731298245660755,4021,1.0003,FALSE,NA,"BSS"
"phi_C",-0.122557590118006,-0.122557590118006,-0.764373885978023,0.744462765802164,-0.0848210755579238,6819,0.9999,FALSE,NA,"BSS"
"sigma_r_E",0.92798155886354,0.92798155886354,0.815050862190463,1.06047808016605,0.930712966683269,18878,0.9998,FALSE,NA,"BSS"
"sigma_r_C",0.796446778083442,0.796446778083442,0.677130631036677,0.935753440073376,0.799623237744663,11363,1.0002,FALSE,NA,"BSS"
"r_E",1.16123818517,1.16123818517,0.889194172269157,1.50532605488811,1.17004045933314,18494,0.9999,FALSE,NA,"BSS"
"r_C",1.57647279635938,1.57647279635938,1.14202900927578,2.1809970787493,1.59620145460265,11029,1.0001,FALSE,NA,"BSS"
"sigma_mu_E",0.748551609683152,0.748551609683152,0.0329027081382508,5.63903243921465,1.22831082115057,8053,1.0005,FALSE,NA,"BSS"
"sigma_mu_C",0.807771128927525,0.807771128927525,0.0326494812134824,6.52437708630615,1.39064296281068,6139,1.0016,FALSE,NA,"BSS"
"sigma_IE",NA,0.139685545662343,0.00543038306908453,0.74094691643454,0.201512883890544,17290,0.9998,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.256900360747,1.256900360747,0.698345515456708,2.26111133306346,1.31155568050007,17841,0.9996,FALSE,NA,"BSS"
"R_G_boat",3.56420793080949,3.56420793080949,3.24268681826495,3.9008153378204,3.56648215203452,24053,0.9997,FALSE,NA,"BSS"
"B1",0.489428880982802,0.489428880982802,0.253715347088967,0.728657772728831,0.489767854129625,17064,0.9998,FALSE,NA,"BSS"
"B2",0.479916919427687,0.479916919427687,-0.035454980801628,1.03548610955067,0.484422903135328,15985,1.0003,FALSE,NA,"BSS"
"B1_C",-0.103620824099374,-0.103620824099374,-0.454823587591987,0.263193306520334,-0.101643453804643,16533,0.9998,FALSE,NA,"BSS"
"B2_C",-0.0673342430206831,-0.0673342430206831,-0.779263076220453,0.734435089533922,-0.0556395239057369,17434,0.9997,FALSE,NA,"BSS"
"gamma_C",NA,-0.00436819186777354,-1.93024442862042,1.95491003229871,0.00363457778077326,20540,0.9997,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,3.01329641933313,1.68346776200379,5.3863162905391,3.13702068093394,17183,1,TRUE,"osp_scale_is_tau = 1: the OSP mean uses L, not kappa_OSP; this is the prior","BSS"
"sigma_r_OSP",0.808069868946056,0.808069868946056,0.705102954145071,0.929447918378287,0.810615956689941,19304,1,FALSE,NA,"BSS"
"r_OSP",1.53144771286737,1.53144771286737,1.15757698167198,2.01138372526915,1.54452702252347,20466,0.9999,FALSE,NA,"BSS"
"f_crab[1]",0.291299764075262,0.291299764075262,0.125117594984172,0.514120758255269,0.299024705862008,22198,0.9998,FALSE,NA,"BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"osp_crab_lower = 0: the OSP lower bound is off and f_lower is pinned at 0","BSS"
"sigma_f_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfi_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"combo_c_out[1]",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"sigma_c_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"cfc_kappa_out",NA,0,0,0,0,NA,NA,TRUE,"crab_fraction_dynamic = 0 (or f pinned/off): the dynamic f is not in the model","BSS"
"tau_bar[1]",2.95658937026087,2.95658937026087,2.34677091628034,3.72542466332286,2.97506112641162,16974,0.9997,FALSE,NA,"BSS"
