"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.05062857944813,3.05062857944813,2.74256276878041,3.44446472950924,3.05786287994814,2727,1.0005,FALSE,NA,"BSS"
"mu_mu_C[1]",0.326324175603208,0.326324175603208,0.125382529840617,0.54403581730227,0.328774661873526,3701,0.9999,FALSE,NA,"BSS"
"sigma_eps_E",0.158354968756768,0.158354968756768,0.0066666003738003,0.620033075208285,0.197602825538916,2568,1.0011,FALSE,NA,"BSS"
"sigma_eps_C",0.125755001494209,0.125755001494209,0.0206321476623068,0.427717236055301,0.149707197182458,2474,1.0008,FALSE,NA,"BSS"
"phi_E",0.10155302059587,0.10155302059587,-0.72573180726463,0.81661040622451,0.0860628059269626,6778,1.0001,FALSE,NA,"BSS"
"phi_C",-0.255355023178375,-0.255355023178375,-0.882521154692039,0.713914174586448,-0.203700762752333,5809,0.9998,FALSE,NA,"BSS"
"sigma_r_E",0.506576366741261,0.506576366741261,0.40257410172002,0.643497907767968,0.510990294731503,8267,0.9999,FALSE,NA,"BSS"
"sigma_r_C",0.774309778982317,0.774309778982317,0.70093903104243,0.855474832218739,0.775722078747172,12029,0.9996,FALSE,NA,"BSS"
"r_E",3.89681824859456,3.89681824859456,2.41493653335505,6.17032919821147,3.99844622045426,8389,0.9999,FALSE,NA,"BSS"
"r_C",1.66790193211688,1.66790193211688,1.36642413869156,2.03535192540961,1.67484443436144,12030,0.9996,FALSE,NA,"BSS"
"sigma_mu_E",2.01390082941949,2.01390082941949,0.0885785382493654,44.5188757213665,12.6445606909296,7130,0.9999,FALSE,NA,"BSS"
"sigma_mu_C",2.01677524240857,2.01677524240857,0.0703607113484062,49.9849532506525,12.071490855519,4934,0.9999,FALSE,NA,"BSS"
"sigma_IE",NA,0.138804716697428,0.00486871115321242,0.728101455173557,0.198143007712762,11198,0.9996,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.32353352914269,1.32353352914269,1.26502316054602,1.38533406935532,1.32410658999012,14195,0.9999,FALSE,NA,"BSS"
"R_G_boat",NA,4.02690018932547,1.52658881121702,10.5447817090781,4.52511256942345,9380,0.9997,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.705970987456897,0.705970987456897,0.372419675296753,1.03663986819122,0.706449217106517,10455,1.0002,FALSE,NA,"BSS"
"B2",-0.106364409127245,-0.106364409127245,-1.03425602804394,0.978121210637485,-0.0874325448758717,8782,0.9997,FALSE,NA,"BSS"
"B1_C",-0.171919144895432,-0.171919144895432,-0.32709473972537,-0.0132030225356273,-0.171648615291518,10512,0.9997,FALSE,NA,"BSS"
"kappa_OSP",NA,3.00071337989938,1.67768090282027,5.41062640186382,3.14509503857884,10614,0.9999,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,1.96328452445375,0.070911522301877,50.5056723390747,13.75577242585,4225,1.0003,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.259437985137002,0.000392031020957072,198.868734012038,24766.3695047523,7945,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
