"parameter","mean","lo95","median","hi95","n_eff","Rhat","decoupled","decoupled_reason"
"mu_mu_E[1]",3.13450254672766,1.23605615535101,3.10026434177638,5.19216501369949,4681,1.0012,FALSE,NA
"mu_mu_C[1]",-0.217642260254516,-2.54155392003569,-0.131487236560725,1.7167786817387,5658,1,FALSE,NA
"sigma_eps_E",0.454432935724022,0.378878400098321,0.453016083580627,0.53740490180687,2913,1.001,FALSE,NA
"sigma_eps_C",0.23770838942188,0.142047192374924,0.232360730490291,0.363218567773627,2297,1.0013,FALSE,NA
"phi_E",0.644710118142742,0.487733886589437,0.64911222278613,0.781230097313503,1824,1.0049,FALSE,NA
"phi_C",0.828730904038465,0.621163526256984,0.843292090691477,0.94694832401909,2335,1.001,FALSE,NA
"sigma_r_E",0.234653657487627,0.196284224829093,0.234129683746716,0.278317658175186,5045,1,FALSE,NA
"sigma_r_C",1.02948132232537,0.962745047591043,1.02914830309168,1.09739690877265,12248,1.0001,FALSE,NA
"r_E",18.6049438839571,12.9097692798265,18.2426129131903,25.9554884185398,5117,1,FALSE,NA
"r_C",0.946657341153669,0.830371691339222,0.944156691518506,1.07889061045601,12264,1.0002,FALSE,NA
"sigma_mu_E",1.04863236395336,0.0325312400926361,0.692287266962847,4.36656441445345,4427,1.0002,FALSE,NA
"sigma_mu_C",1.12378159856745,0.0309101432811209,0.711730381822758,4.85021532492091,6780,1.0006,FALSE,NA
"sigma_IE",0.402947570048507,0.0601451119882864,0.382905330415417,0.864645286123266,5666,1.0003,FALSE,NA
"R_G",1.28014712187299,1.2436743604185,1.27997454797927,1.31778297220986,19491,0.9997,FALSE,NA
"R_G_boat",4.54503446356534,1.48459209960458,3.97847392962295,10.8089551320384,13070,0.9997,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior"
"B1",0.910257111430105,0.715402279735428,0.909792708870858,1.10660229234498,4639,1,FALSE,NA
"B2",0.0734923451196929,-0.442098069444529,0.0729975106927881,0.596082963329356,7240,1,FALSE,NA
"B1_C",-0.376445225862328,-0.552733469266273,-0.377430109492193,-0.188377708081673,10048,0.9998,FALSE,NA
"B2_C",-0.042010070825616,-0.45899853073435,-0.0379245842750694,0.363618955015801,10990,0.9998,FALSE,NA
"gamma_C",-0.00204088303956391,-1.95541613689453,0.00823247708811801,1.9835547243717,19039,0.9999,TRUE,"estimate_cpue_density = 0: the density term is inert"
"kappa_OSP",3.14600316849451,1.68147448042343,3.0049075142993,5.38894899533739,16317,0.9998,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"sigma_r_OSP",6.76952110857213,0.0368743130756229,1.02484552774135,27.3238478216092,8589,1.0002,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"r_OSP",2466800.56875526,0.00133942066224495,0.952101459272102,735.448895209577,9327,1,TRUE,"no OSP observations in this fit (OSP_n = 0)"
"f_crab[1]",1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1"
"f_lower[1]",0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1"
"tau_bar[1]",2.0999585807452,1.35838695746382,2.07954660795756,2.97876284614818,13709,0.9997,FALSE,NA
