"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,30.908,0.5546,TRUE,TRUE
"gear",3,"2024-09-18",29,30.908,0.5309,TRUE,TRUE
"gear",4,"2024-09-19",55,30.908,0.9061,FALSE,TRUE
"gear",5,"2024-09-20",29,30.908,0.5309,TRUE,TRUE
"gear",6,"2024-09-21",48,63.068,0.3928,TRUE,TRUE
"gear",9,"2024-09-24",50,30.908,0.8682,FALSE,TRUE
"gear",10,"2024-09-25",13,30.908,0.1273,FALSE,TRUE
"gear",12,"2024-09-27",34,30.908,0.6419,TRUE,TRUE
"gear",13,"2024-09-28",79,63.068,0.7329,TRUE,TRUE
"gear",16,"2024-10-01",30,29.438,0.5885,TRUE,TRUE
"gear",18,"2024-10-03",45,29.438,0.842,FALSE,TRUE
"gear",19,"2024-10-04",29,29.438,0.5648,TRUE,TRUE
"gear",20,"2024-10-05",72,59.989,0.7053,TRUE,TRUE
"gear",23,"2024-10-08",30,29.438,0.5885,TRUE,TRUE
"gear",24,"2024-10-09",29,29.438,0.5648,TRUE,TRUE
"gear",26,"2024-10-11",14,29.438,0.1641,FALSE,TRUE
"gear",27,"2024-10-12",62,59.989,0.6023,TRUE,TRUE
"gear",28,"2024-10-13",64,59.989,0.6247,TRUE,TRUE
"gear",30,"2024-10-15",27,27.582,0.5586,TRUE,TRUE
"gear",31,"2024-10-16",37,27.582,0.7706,FALSE,TRUE
"gear",32,"2024-10-17",43,27.582,0.852,FALSE,TRUE
"gear",33,"2024-10-18",39,27.582,0.8012,FALSE,TRUE
"gear",34,"2024-10-19",62,56.376,0.646,TRUE,TRUE
"gear",36,"2024-10-21",29,27.582,0.609,TRUE,TRUE
"gear",37,"2024-10-22",25,27.582,0.5047,TRUE,TRUE
"gear",38,"2024-10-23",35,27.582,0.7363,TRUE,TRUE
"gear",39,"2024-10-24",24,27.582,0.4766,TRUE,TRUE
"gear",40,"2024-10-25",10,27.582,0.0919,FALSE,TRUE
"gear",41,"2024-10-26",36,56.376,0.288,TRUE,TRUE
"gear",42,"2024-10-27",18,56.376,0.064,FALSE,TRUE
"gear",45,"2024-10-30",18,25.743,0.3438,TRUE,TRUE
"gear",46,"2024-10-31",12,25.743,0.1617,FALSE,TRUE
"gear",47,"2024-11-01",33,25.743,0.7421,TRUE,TRUE
"gear",48,"2024-11-02",79,52.536,0.8353,FALSE,TRUE
"gear",51,"2024-11-05",8,25.743,0.069,FALSE,TRUE
"gear",52,"2024-11-06",17,25.743,0.3119,TRUE,TRUE
"gear",53,"2024-11-07",25,25.743,0.5563,TRUE,TRUE
"gear",54,"2024-11-08",36,25.743,0.7934,FALSE,TRUE
"gear",55,"2024-11-09",22,52.536,0.123,FALSE,TRUE
"gear",59,"2024-11-13",25,24.956,0.5785,TRUE,TRUE
"gear",60,"2024-11-14",43,24.956,0.8909,FALSE,TRUE
"gear",61,"2024-11-15",46,24.956,0.9147,FALSE,TRUE
"gear",62,"2024-11-16",57,50.92,0.659,TRUE,TRUE
"gear",65,"2024-11-19",13,24.956,0.204,FALSE,TRUE
"gear",66,"2024-11-20",0,24.956,4e-04,FALSE,FALSE
"gear",67,"2024-11-21",15,24.956,0.2664,TRUE,TRUE
"gear",68,"2024-11-22",6,24.956,0.0408,FALSE,TRUE
"gear",69,"2024-11-23",23,50.92,0.147,FALSE,TRUE
"gear",72,"2024-11-26",26,31.32,0.4559,TRUE,TRUE
"gear",73,"2024-11-27",33,31.32,0.6175,TRUE,TRUE
"gear",75,"2024-11-29",51,64.309,0.5111,TRUE,TRUE
"gear",76,"2024-11-30",123,63.693,0.9299,FALSE,TRUE
"catch",2,"2024-09-17",3,5.316,0.3836,TRUE,TRUE
"catch",2,"2024-09-17",27,14.618,0.8622,FALSE,TRUE
"catch",2,"2024-09-17",0,2.658,0.1028,FALSE,TRUE
"catch",2,"2024-09-17",1,2.658,0.3102,TRUE,TRUE
"catch",3,"2024-09-18",0,2.658,0.1028,FALSE,TRUE
"catch",3,"2024-09-18",3,2.658,0.65,TRUE,TRUE
"catch",3,"2024-09-18",0,2.658,0.1028,FALSE,TRUE
"catch",3,"2024-09-18",12,5.316,0.9079,FALSE,TRUE
"catch",4,"2024-09-19",0,2.658,0.1028,FALSE,TRUE
