"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.07741692930417,3.07741692930417,1.32003808647663,5.30296164772313,3.13585892140063,3164,0.9999,FALSE,NA,"BSS"
"mu_mu_C[1]",0.360691513065557,0.360691513065557,-2.13641341666333,2.01970397437412,0.20330323654707,3214,1.0006,FALSE,NA,"BSS"
"sigma_eps_E",0.151256259864515,0.151256259864515,0.00824414725271547,0.569577766122036,0.18623676754744,2495,1.0005,FALSE,NA,"BSS"
"sigma_eps_C",0.103349506407568,0.103349506407568,0.0117268212511734,0.36012609514167,0.124017365304216,2078,1.0002,FALSE,NA,"BSS"
"phi_E",0.109303351579891,0.109303351579891,-0.721127499270803,0.817166097273831,0.0924499530229611,7206,0.9999,FALSE,NA,"BSS"
"phi_C",-0.202199915924264,-0.202199915924264,-0.866506900917146,0.767932010300494,-0.154903286654574,5873,1.0003,FALSE,NA,"BSS"
"sigma_r_E",0.503690521158948,0.503690521158948,0.400520814746709,0.642701350883701,0.509062366184621,7313,1.0001,FALSE,NA,"BSS"
"sigma_r_C",0.594447520810157,0.594447520810157,0.511924261705318,0.691626788313522,0.596153896941898,6435,1.0008,FALSE,NA,"BSS"
"r_E",3.94159912956683,3.94159912956683,2.42092641624823,6.23375627239011,4.03109944948703,7190,1.0006,FALSE,NA,"BSS"
"r_C",2.82991218887159,2.82991218887159,2.09052993558829,3.81582618196778,2.86370171283069,6767,1.0008,FALSE,NA,"BSS"
"sigma_mu_E",0.693320891170909,0.693320891170909,0.0287104588814044,5.2484737495138,1.13342242637846,3987,1.0001,FALSE,NA,"BSS"
"sigma_mu_C",0.718085154543476,0.718085154543476,0.0352000533369314,4.43203208580724,1.09036644205774,3497,1.0023,FALSE,NA,"BSS"
"sigma_IE",NA,0.14240102336414,0.00654831020465787,0.730033675538559,0.200679880778626,10535,0.9995,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.32419688676085,1.32419688676085,1.26485092348701,1.38358596085871,1.32427067311971,12215,0.9996,FALSE,NA,"BSS"
"R_G_boat",NA,3.9880107182753,1.50771682587241,10.7230404962159,4.55548971411583,7377,0.9997,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.706890555488286,0.706890555488286,0.386421158199699,1.04097392333241,0.70899668270332,9516,0.9998,FALSE,NA,"BSS"
"B2",-0.102555032709624,-0.102555032709624,-1.06370242151315,1.01424578825311,-0.0861731083483435,9258,0.9998,FALSE,NA,"BSS"
"B1_C",-0.171954055077128,-0.171954055077128,-0.320246962714209,-0.0210516311954631,-0.170958388416491,8822,1.0003,FALSE,NA,"BSS"
"B2_C",-0.122199975563514,-0.122199975563514,-0.460071707062601,0.21704156094035,-0.120178437630017,7880,0.9997,FALSE,NA,"BSS"
"gamma_C",NA,0.00373666741507601,-1.93252260150183,1.96922570217497,-0.00131337824951529,10232,0.9998,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,3.01477349069931,1.65495432639014,5.52395555996339,3.16097126485198,8885,0.9997,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,1.00210268674262,0.0434532528636251,25.0975309649192,7.16370792802448,5982,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,0.995808193827399,0.00158759017844164,529.609089118982,58157.9000915419,6004,1.0001,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"theta_C[1]",0.106895101322445,0.106895101322445,0.0623326952963482,0.151751163818181,0.107236780395543,6236,0.9998,FALSE,NA,"BSS"
