"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",3.15478860267524,3.15478860267524,1.24684006752819,5.19490646486209,3.17227836459658,4793,1.0016,FALSE,NA,"BSS"
"mu_mu_C[1]",0.085532017308165,0.085532017308165,-2.50286626226859,1.83494473811669,-0.0301836386434374,1560,1.0017,FALSE,NA,"BSS"
"sigma_eps_E",0.321028151605075,0.321028151605075,0.212006675877004,0.466440525017351,0.325715048421765,2607,1.0007,FALSE,NA,"BSS"
"sigma_eps_C",0.282501256618078,0.282501256618078,0.186283620961889,0.406135300262719,0.286384139033423,3210,1.0002,FALSE,NA,"BSS"
"phi_E",0.65739201067572,0.65739201067572,0.313123873035855,0.899119725773316,0.643406240241537,2675,1.0004,FALSE,NA,"BSS"
"phi_C",0.679521104088766,0.679521104088766,0.339129807792643,0.915768792217599,0.664144227853527,3001,1.0004,FALSE,NA,"BSS"
"sigma_r_E",0.431793043589044,0.431793043589044,0.390892939084328,0.478587339359085,0.432454526311821,10575,0.9998,FALSE,NA,"BSS"
"sigma_r_C",0.786792394835108,0.786792394835108,0.697902355485579,0.893704390907972,0.78867062231845,8273,1,FALSE,NA,"BSS"
"r_E",5.36350534086768,5.36350534086768,4.3659382518197,6.54461869881165,5.39000429223014,10304,0.9999,FALSE,NA,"BSS"
"r_C",1.61539856699442,1.61539856699442,1.25202273994843,2.05310269021741,1.62696884566263,9342,1,FALSE,NA,"BSS"
"sigma_mu_E",0.674154318595935,0.674154318595935,0.0309533827938111,4.52076871195829,1.07472215275359,6597,1.0026,FALSE,NA,"BSS"
"sigma_mu_C",0.702880916759742,0.702880916759742,0.0320981632336275,4.74168738466096,1.11954756103053,4185,1.0014,FALSE,NA,"BSS"
"sigma_IE",0.364484899946418,0.364484899946418,0.0377988615238719,0.855817557570456,0.381502926490886,3610,1,FALSE,NA,"BSS"
"R_G",1.28001579471955,1.28001579471955,1.24402607868721,1.31677972180256,1.28021727095925,18860,0.9997,FALSE,NA,"BSS"
"R_G_boat",NA,4.00333499345864,1.49547987919293,10.7324042925553,4.53497508707129,11898,1,TRUE,"no boat count stream in this fit; the boat gear ratio is its prior","BSS"
"B1",0.998942575220558,0.998942575220558,0.875481962038245,1.12358962161911,0.999722408135701,13041,1,FALSE,NA,"BSS"
"B2",0.0682749444442775,0.0682749444442775,-0.276308858253353,0.424607102047384,0.0719132067991865,11786,1.0001,FALSE,NA,"BSS"
"B1_C",-0.356028615121098,-0.356028615121098,-0.494791090926998,-0.2192355935753,-0.355621126853345,12764,0.9997,FALSE,NA,"BSS"
"B2_C",-0.0954385614111289,-0.0954385614111289,-0.423734463512645,0.232079958633306,-0.0944373833995425,8440,0.9997,FALSE,NA,"BSS"
"gamma_C",NA,-0.0203637185153975,-1.96127283874664,1.96911458263712,-0.00577927867062637,16544,0.9999,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,3.00055141855626,1.66514107113511,5.55055690511886,3.14613609652306,3316,1.0005,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"sigma_r_OSP",NA,0.996228183611202,0.0429412429743983,25.675683420417,8.4398487607617,4725,1.0003,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"r_OSP",NA,1.00758654130556,0.00151689696503777,542.318419367756,7161.87215306408,9979,1,TRUE,"no OSP observations in this fit (OSP_n = 0)","BSS"
"f_crab[1]",NA,1,1,1,1,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"f_lower[1]",NA,0,0,0,0,NA,NA,TRUE,"apply_crab_fraction = 0 (shore, or the feature is off): f is pinned at 1","BSS"
"theta_C[1]",0.172297269734626,0.172297269734626,0.113782812828746,0.220440524957943,0.170841404765272,8305,0.9999,FALSE,NA,"BSS"
